id,default_flag,days_past_due,balance,credit_limit,external_score
2456,0,12,4.189195084,300,275
2457,0,0,1399.607047,1600,749
2458,0,7,339.5945387,2200,683
2459,0,4,502.648348,1200,588
2460,1,105,95.91823939,1100,535
2461,0,2,47.51724464,2000,950
2462,0,16,321.3154248,500,318
2463,1,121,55.90404877,600,377
2464,1,5,125.5242698,1300,589
2465,0,4,677.055924,2100,892
2466,0,1,0.176762115,200,197
2467,1,0,143.3942025,300,263
2468,1,4,1423.238295,1700,67
2469,1,1,132.3573638,200,158
2470,0,21,289.5740111,300,489
2471,0,6,155.0155934,200,270
2472,1,3,764.8427013,1400,511
2473,0,1,894.4272872,1000,629
2474,1,18,54.343439,1700,805
2475,0,3,554.3055434,600,197
2476,0,3,1303.606647,1900,768
2477,0,0,208.3861586,800,463
2478,0,1,54.20524264,200,79
2479,1,1,617.7128672,1600,446
2480,1,77,43.81816079,400,62
2481,1,30,575.5113662,2500,817
2482,1,1,308.9062457,1000,187
2483,1,6,715.1345002,1000,47
2484,1,3,344.6256391,900,264
2485,1,16,76.15867778,1300,402
2486,0,0,739.5158086,900,775
2487,1,0,609.2853128,800,224
2488,1,79,81.28660536,500,480
2489,1,8,210.2768946,1100,348
2490,1,3,935.0955328,1000,379
2491,0,4,295.3734334,300,270
2492,0,0,279.0499683,2100,797
2493,1,80,887.4083781,1100,544
2494,1,0,394.9312151,700,421
2495,1,0,18.05895781,1100,257
2496,0,16,235.5259455,1100,632
2497,0,221,667.9875218,900,172
2498,0,5,124.6270267,1400,680
2499,1,57,172.0479188,800,401
2500,0,0,1872.551896,2100,788
2501,0,25,274.7304599,1000,457
2502,0,1,1106.26826,1700,635
2503,0,7,778.3590393,800,676
2504,0,1,1085.335487,2300,980
2505,0,8,1690.356491,2300,882
2506,1,5,1316.331632,1400,556
2507,1,3,45.16598764,700,267
2508,1,50,884.3831048,1500,138
2509,1,11,904.9141138,1100,93
2510,1,109,64.48066855,1600,504
2511,0,5,211.5772621,600,555
2512,0,12,42.81107628,2100,888
2513,1,24,692.0779433,1100,485
2514,0,0,265.1482946,2100,868
2515,0,97,79.14910906,500,120
2516,0,0,96.52209771,200,52
2517,0,9,151.866103,900,390
2518,0,0,455.975062,1100,898
2519,0,0,1667.511445,2300,958
2520,0,0,235.8492441,900,282
2521,1,4,418.5672376,1400,632
2522,0,1,995.3571248,1200,743
2523,1,33,165.8606485,900,413
2524,0,1,180.3823735,2200,863
2525,0,3,419.5725154,2300,720
2526,1,31,754.8637774,1600,513
2527,1,7,417.3797705,600,20
2528,1,1,578.230406,600,82
2529,0,0,702.3284684,900,789
2530,0,5,408.2614052,1000,520
2531,1,11,553.2084809,700,71
2532,1,0,121.0667296,600,55
2533,0,2,1113.937413,1400,968
2534,0,4,456.4710684,500,411
2535,0,0,762.4081987,1700,832
2536,0,6,852.4401761,2000,964
2537,0,2,273.9139145,2000,647
2538,0,9,150.1888546,200,27
2539,0,23,82.4700834,1000,323
2540,1,3,28.34073502,300,34
2541,0,11,665.7366561,1500,511
2542,0,1,440.7576692,1800,725
2543,0,14,129.4817599,800,200
2544,0,1,125.1479473,2100,822
2545,0,0,352.981881,600,903
2546,0,0,993.7265211,1700,882
2547,0,14,151.808104,600,624
2548,0,25,1012.591322,1100,784
2549,0,1,980.6508942,1600,794
2550,1,43,287.5104749,1100,599
2551,0,97,141.8941289,200,59
2552,0,2,693.2426563,1400,593
2553,1,46,849.6083767,900,635
2554,0,948,303.358056,700,417
2555,0,0,358.7964351,1400,827
2556,0,0,672.6315806,2100,933
2557,0,0,610.988329,1100,446
2558,0,12,105.6876539,400,607
2559,1,69,86.19781787,200,146
2560,0,6,759.6481701,1400,681
2561,0,2,134.8606907,1100,927
2562,0,0,54.58142735,200,708
2563,1,0,90.55391004,200,173
2564,1,11,684.4013028,1400,37
2565,0,6,637.6268594,800,349
2566,1,0,183.6706596,600,273
2567,0,0,796.916078,2500,873
2568,1,62,474.1024068,600,771
2569,0,0,2100.013831,2300,920
2570,0,3,163.7300101,1200,958
2571,0,19,599.8030744,1400,782
2572,0,5,717.8243138,1600,933
2573,0,1,836.0782591,1500,723
2574,1,43,571.9808979,600,245
2575,0,1,109.5018305,300,338
2576,0,1,415.8881566,1500,703
2577,0,4,452.679854,800,54
2578,0,323,370.0365926,900,429
2579,0,2,51.12503841,700,351
2580,1,46,459.3632601,700,25
2581,1,0,694.0168736,800,214
2582,0,18,125.266899,200,87
2583,0,0,172.2741359,1600,850
2584,1,6,490.4545445,900,262
2585,0,7,400.4415582,900,761
2586,0,0,88.86552753,800,401
2587,0,0,605.3611505,700,129
2588,1,4,161.64867,1200,83
2589,0,0,1601.470911,1900,933
2590,0,3,509.0077754,1500,712
2591,0,0,206.0611405,500,659
2592,1,5,226.8170833,500,208
2593,1,2,651.3750797,1000,211
2594,0,0,1032.986453,1200,595
2595,0,0,81.6309429,900,775
2596,0,18,589.2917625,1000,301
2597,0,7,355.024523,600,422
2598,0,0,2081.254954,2300,956
2599,0,1,631.1489475,1200,627
2600,1,0,142.8114937,1700,108
2601,1,0,364.0007822,800,369
2602,0,0,909.3163042,1100,445
2603,0,0,444.2857769,1700,543
2604,0,0,578.2283665,1400,711
2605,0,1,5.861252358,1200,546
2606,0,0,761.6637673,1600,873
2607,0,2,171.0767376,700,606
2608,0,11,737.2704286,800,555
2609,0,1,1783.275832,1900,952
2610,1,1,339.6470579,1500,581
2611,1,10,1059.421675,1400,799
2612,1,35,1433.081625,1600,670
2613,1,91,294.8987838,1400,524
2614,0,9,62.14032702,200,170
2615,0,0,1930.46503,2200,978
2616,1,28,179.0133307,1200,509
2617,0,0,933.4262106,1200,649
2618,1,0,301.7061827,2000,615
2619,0,95,162.7394091,1200,800
2620,0,4,662.8688119,700,707
2621,0,0,65.90792596,1500,957
2622,0,0,472.4886785,1800,859
2623,0,10,122.4192608,1000,559
2624,0,0,1734.135235,2600,991
2625,1,5,1091.294727,1800,560
2626,0,0,130.0183871,800,679
2627,0,0,900.9104676,1000,573
2628,0,32,54.13396643,900,542
2629,1,3,897.657583,1600,875
2630,0,0,662.7676796,1400,632
2631,0,0,177.6533129,200,26
2632,1,6,734.218801,900,229
2633,1,2,762.3022525,900,58
2634,1,57,99.72283233,600,206
2635,0,2,1449.641256,1800,733
2636,1,3,329.5058694,1000,426
2637,0,0,779.7687306,1300,692
2638,0,0,1225.265078,1300,884
2639,0,0,345.7009673,1400,145
2640,0,0,780.7844151,1400,886
2641,0,0,525.3030604,2000,501
2642,0,0,707.8523618,1900,904
2643,0,10,443.2075719,500,163
2644,0,44,773.4521316,800,207
2645,1,78,258.5333876,300,357
2646,0,2,48.7628212,1200,718
2647,0,10,1034.107788,1500,526
2648,0,0,111.7658067,1200,622
2649,0,13,143.7587317,1300,663
2650,0,0,813.6317655,1700,698
2651,1,1,174.2132328,200,182
2652,0,0,110.3199809,200,165
2653,0,4,572.1426441,1700,832
2654,0,8,123.7784214,300,28
2655,0,0,262.2036087,1800,663
2656,0,0,4.211494175,700,581
2657,0,22,92.64201481,800,477
2658,0,2,1254.876579,1400,935
2659,0,93,633.4301715,1000,525
2660,1,69,876.8073758,900,233
2661,1,40,136.6881911,200,133
2662,0,9,914.1893256,1000,268
2663,1,2,194.9344816,600,116
2664,0,2,128.4141175,300,293
2665,1,6,9.126191114,400,97
2666,1,14,545.4257716,1000,508
2667,0,0,1076.345634,1400,512
2668,0,6,32.58689002,1000,463
2669,0,3,397.468996,1000,786
2670,1,8,648.4564882,1200,376
2671,0,8,609.2258588,2400,936
2672,0,3,10.80174865,700,362
2673,0,23,391.801466,400,129
2674,0,0,1040.047978,2700,948
2675,0,0,658.8125393,1500,852
2676,1,1,199.3998943,300,39
2677,1,12,998.4860668,1900,679
2678,0,35,2243.793035,2300,847
2679,1,0,84.40054044,400,409
2680,0,10,1507.030121,1900,612
2681,1,26,80.90333448,600,135
2682,1,42,372.9422122,1200,501
2683,0,0,457.3148108,700,271
2684,0,3,181.7471293,900,225
2685,1,23,463.358267,800,254
2686,0,7,131.8120335,800,407
2687,0,0,473.4428015,1300,976
2688,0,1,1848.190925,2800,916
2689,0,6,451.354728,1400,863
2690,1,36,687.0646461,1100,253
2691,0,0,640.6977401,1700,978
2692,1,29,184.5055003,700,130
2693,0,0,188.5107695,200,49
2694,1,9,56.50814057,1000,348
2695,0,0,591.0713025,1100,599
2696,0,0,385.0339616,500,386
2697,0,0,819.6900382,900,762
2698,0,28,1252.459232,1300,341
2699,1,1,597.8881526,900,247
2700,0,13,591.0815186,1000,121
2701,0,5,189.6548975,200,52
2702,1,0,74.77185731,700,593
2703,0,1,446.5536401,500,345
2704,1,4,685.5948833,700,339
2705,0,0,55.20856136,200,190
2706,0,0,1181.853908,1300,731
2707,0,0,1202.805956,1300,531
2708,0,4,103.7637554,200,89
2709,0,5,578.1809028,900,336
2710,0,1,482.9245748,1500,984
2711,1,21,1068.020855,2000,903
2712,0,0,1417.458429,2100,791
2713,0,133,124.1949429,1100,666
2714,1,565,16.94047171,200,179
2715,0,8,690.9513342,1100,283
2716,0,0,799.8507271,1800,721
2717,1,3,198.4792094,400,351
2718,1,2,1306.580802,1700,502
2719,0,2,247.3374671,1700,964
2720,1,31,190.4642008,500,138
2721,0,0,20.67544209,2200,808
2722,0,1,641.1008714,2600,720
2723,0,10,632.5328202,2500,757
2724,0,0,124.7732469,1300,378
2725,1,5,237.6692775,300,123
2726,0,1,220.6303831,800,569
2727,1,2,118.933675,1400,690
2728,0,0,903.4860926,2100,829
2729,1,9,275.8362421,1100,376
2730,1,0,277.6838345,1100,392
2731,0,18,332.7720594,500,24
2732,0,2,915.5719464,2000,998
2733,0,0,384.925178,1100,788
2734,0,1,11.05626691,200,192
2735,0,0,623.8122156,900,222
2736,0,0,68.31307025,200,704
2737,0,1,814.1492071,900,491
2738,0,25,2.328210408,900,510
2739,0,9,474.38143,1000,639
2740,1,6,580.0434789,700,379
2741,0,6,170.0306282,1200,503
2742,0,0,238.9355837,2000,944
2743,0,3,140.4552194,900,509
2744,1,8,87.1237448,200,155
2745,0,0,177.9595705,300,152
2746,0,13,196.4264894,700,477
2747,1,32,560.4939038,600,222
2748,0,2,596.0360877,800,702
2749,0,5,846.3303163,1600,920
2750,1,14,338.5747051,1000,223
2751,1,3,831.178615,1600,784
2752,0,0,192.4087326,2000,767
2753,0,0,1386.10661,1400,714
2754,1,19,867.9406084,1000,150
2755,1,42,1242.696018,2000,989
2756,1,3,40.85737889,200,108
2757,0,0,626.6249331,1000,791
2758,1,0,154.4685532,700,83
2759,0,0,1427.024061,2300,988
2760,0,2,699.9171254,1400,473
2761,0,0,837.70521,1000,769
2762,1,32,398.9730013,1200,525
2763,1,2,329.7581129,600,468
2764,1,39,837.4682947,2100,818
2765,1,21,94.20101613,500,550
2766,1,0,1534.294229,1700,173
2767,0,0,668.7765433,700,171
2768,1,128,284.2484865,500,330
2769,1,0,610.9660429,1300,66
2770,0,2,429.0553799,700,546
2771,0,14,626.7857468,700,342
2772,0,0,209.65622,1400,713
2773,0,103,712.0753028,1400,604
2774,0,152,151.6727936,800,524
2775,1,165,218.6951452,600,339
2776,0,4,45.24968049,2500,966
2777,1,8,313.2210285,600,474
2778,0,2,79.99214954,500,93
2779,0,8,957.9617489,1000,312
2780,0,2,1298.472812,1400,635
2781,1,832,470.0476799,1000,655
2782,0,25,137.5865202,1100,770
2783,1,20,1012.475717,1100,541
2784,1,113,117.2814918,900,438
2785,0,5,1089.966935,1900,673
2786,0,3,147.9220827,800,477
2787,0,4,201.3570013,1000,386
2788,0,0,224.0353059,500,59
2789,0,0,411.1570033,1600,819
2790,1,10,104.904927,800,109
2791,0,5,20.71083575,400,405
2792,1,5,179.4781626,600,345
2793,0,2,469.2998006,2000,608
2794,0,4,1718.763323,2100,995
2795,0,1,206.2077171,1100,751
2796,0,3,753.3089859,2300,873
2797,0,17,214.3058846,600,226
2798,0,2,579.4723387,1100,611
2799,1,28,1438.152832,1500,716
2800,0,1,385.2478187,900,218
2801,1,119,217.8994855,1200,811
2802,0,4,1380.786901,2000,926
2803,0,8,151.2493451,1500,894
2804,0,0,1003.89789,2000,826
2805,0,0,80.77960048,1200,920
2806,0,1,2082.551179,2400,702
2807,0,0,1511.77226,1800,852
2808,1,0,329.5862714,2200,742
2809,0,0,12.83449004,2200,704
2810,1,22,120.658463,500,369
2811,1,10,478.8948196,800,201
2812,0,6,108.2657012,200,27
2813,0,6,485.4954924,2200,912
2814,0,0,1650.466282,1800,959
2815,0,4,917.097869,1000,591
2816,0,0,721.5486271,1900,995
2817,0,0,628.2148086,1500,706
2818,0,0,832.5425311,1700,731
2819,0,6,174.249734,400,430
2820,0,1,232.8540132,1500,638
2821,0,4,176.6628462,200,119
2822,0,0,108.8816701,1500,850
2823,0,1,894.2209506,1100,796
2824,1,1,516.1220538,600,110
2825,0,18,240.5933136,2000,607
2826,0,0,216.0013179,2000,906
2827,1,1,486.5744534,600,85
2828,0,13,333.968963,400,661
2829,0,0,915.9363166,1000,647
2830,0,0,191.2031296,1000,835
2831,0,10,525.7900128,700,910
2832,0,0,440.40704,1300,888
2833,1,1,329.8914287,500,411
2834,0,8,1612.378365,1700,556
2835,1,12,359.6751791,800,413
2836,0,9,250.1331695,1400,843
2837,0,0,754.3538222,900,410
2838,0,8,209.3854582,1000,536
2839,1,0,573.5058287,600,232
2840,0,5,460.9675208,800,626
2841,0,7,363.3675446,500,134
2842,0,1,1008.196337,1100,756
2843,0,36,929.0270607,2600,905
2844,1,21,191.6975528,200,106
2845,0,0,140.6030636,1200,740
2846,1,0,299.0117518,500,136
2847,0,0,588.1380153,1600,699
2848,0,0,2147.223793,2300,877
2849,0,3,817.716261,900,523
2850,0,2,697.2087881,800,306
2851,0,6,1229.774968,1400,624
2852,0,0,774.2837388,1700,836
2853,1,38,267.8067956,600,312
2854,1,0,58.11482227,900,270
2855,1,53,390.5388898,400,328
2856,0,2,17.19714288,600,546
2857,0,1,233.3881918,2100,881
2858,0,0,582.4634134,1300,589
2859,0,0,945.1510037,1500,757
2860,1,0,349.2563403,400,29
2861,0,0,1345.815,1600,659
2862,0,392,95.57232472,200,190
2863,0,0,171.922453,1500,901
2864,0,1,862.8804791,1200,386
2865,0,2,113.1755325,600,508
2866,0,4,691.8538743,700,38
2867,0,0,156.6773739,900,663
2868,0,0,31.8210985,300,62
2869,0,0,564.4583476,600,859
2870,0,2,446.9351597,500,203
2871,0,0,1167.64398,1600,948
2872,0,24,117.9045368,600,189
2873,0,0,808.8151665,900,200
2874,0,11,323.321528,700,413
2875,0,0,1544.845375,1900,994
2876,1,17,388.262834,1900,621
2877,0,1,148.9171498,700,485
2878,0,1,221.4270996,400,283
2879,1,0,68.56426899,1500,762
2880,0,23,121.566218,200,27
2881,0,0,424.9014171,700,266
2882,1,5,116.6886156,200,76
2883,0,1,272.4891299,600,434
2884,1,6,499.3263583,1000,275
2885,0,23,298.7914945,500,21
2886,1,50,52.87614622,500,444
2887,0,98,1027.035509,1200,949
2888,1,18,171.3322274,200,49
2889,0,2,2256.716616,2600,994
2890,0,1,52.38125105,2000,935
2891,1,461,795.7230021,800,48
2892,0,0,181.6853326,200,610
2893,0,99,437.4358916,500,42
2894,0,15,755.8343237,1000,458
2895,0,0,535.6923692,1400,781
2896,0,2,754.2525253,1100,590
2897,1,0,669.5042536,1800,749
2898,0,0,1062.492181,2400,909
2899,1,3,794.4029528,800,166
2900,0,0,1631.785746,2800,945
2901,0,0,207.7325158,1100,677
2902,0,125,55.21492379,700,272
2903,1,0,1330.60414,2000,845
2904,1,2,320.2812684,1300,598
2905,0,2,452.8123227,900,437
2906,0,17,272.212317,800,552
2907,0,0,387.4045651,700,63
2908,0,22,361.9614405,400,305
2909,0,0,58.05731688,500,330
2910,0,22,17.64176137,300,275
2911,0,11,86.30335134,900,803
2912,1,3,629.6176699,1200,863
2913,0,0,251.1156295,400,655
2914,0,8,236.1581474,700,253
2915,0,0,1092.089882,1300,688
2916,0,0,52.8864752,1200,953
2917,1,2,354.6520671,400,311
2918,0,2,600.3801722,1100,794
2919,1,1,314.0989688,400,495
2920,1,18,1056.262698,1500,568
2921,1,49,743.5106891,1100,97
2922,1,1,448.2334586,900,292
2923,0,0,750.2239342,800,700
2924,0,9,916.7791979,1900,819
2925,0,1,990.6241315,1500,777
2926,0,0,880.9524792,2200,905
2927,0,0,631.9142572,2000,820
2928,0,0,389.2517999,1200,561
2929,0,4,428.7449752,1200,380
2930,0,52,333.0174911,500,218
2931,0,0,462.6584242,2000,991
2932,0,3,670.2079594,1500,902
2933,0,0,1016.154849,2100,915
2934,0,0,475.1969243,2900,802
2935,0,0,908.6583625,1100,515
2936,0,0,1072.984975,1600,930
2937,0,422,150.4493674,200,54
2938,0,9,35.03163177,1000,370
2939,0,2,239.6524836,500,245
2940,0,0,511.9807866,2400,992
2941,0,0,309.2459151,2500,830
2942,0,0,1839.545999,2300,871
2943,0,3,459.4853414,700,82
2944,0,1,176.2300915,900,778
2945,0,3,2621.039613,3400,983
2946,0,0,21.75468526,200,55
2947,0,1,156.29093,500,375
2948,0,0,849.008906,1200,958
2949,0,3,1.800867118,300,92
2950,0,5,1274.842221,1700,850
2951,0,9,233.8525012,900,7
2952,0,19,1579.854423,2300,753
2953,0,0,919.7703239,2200,926
2954,1,2,827.2850259,900,290
2955,0,0,873.9089215,1600,739
2956,0,2,857.5727473,2800,997
2957,0,1,1247.253004,1300,727
2958,1,36,105.7528608,700,277
2959,1,8,855.990401,1100,424
2960,0,3,336.6692135,1100,500
2961,0,18,216.1844257,300,192
2962,0,11,857.4811564,1100,789
2963,0,0,612.5022553,1200,828
2964,1,1,271.5673069,1500,590
2965,0,0,55.15373744,500,175
2966,0,0,1981.342565,2800,977
2967,0,17,271.3535675,600,208
2968,0,4,1356.944936,1900,896
2969,0,7,602.9612592,2600,759
2970,1,5,971.7870941,1300,576
2971,1,1,20.89145689,200,138
2972,1,32,527.3711682,1400,513
2973,1,9,405.3111739,700,221
2974,0,0,380.880513,1400,578
2975,0,0,210.3098994,400,287
2976,1,1,137.3031212,900,113
2977,1,7,106.3559732,200,297
2978,0,25,597.7661211,1100,612
2979,0,13,251.5968296,400,285
2980,0,3,397.3257719,800,372
2981,1,5,757.8603109,1000,3
2982,1,9,686.8730777,2000,517
2983,0,11,674.6312524,1000,582
2984,0,0,50.59189086,500,383
2985,1,145,1182.605464,1400,639
2986,1,242,206.5409312,600,288
2987,0,0,1746.788335,2700,949
2988,1,1024,599.5598787,600,81
2989,1,33,174.4838854,200,153
2990,0,51,195.0020056,200,35
2991,0,0,430.8401166,1400,679
2992,1,0,643.4216961,700,432
2993,0,230,565.4914358,800,293
2994,0,0,550.4206115,1100,845
2995,0,10,529.4177661,1500,625
2996,0,0,1146.093784,2500,899
2997,0,1,946.4354574,1400,549
2998,0,0,13.60732284,600,346
2999,0,0,233.1156594,700,223
3000,1,21,51.52165658,700,422
3001,1,0,756.0457382,1000,298
3002,0,19,10.83894746,1000,358
3003,0,2,475.5437288,1100,763
3004,0,8,50.17738145,800,625
3005,0,0,1619.184737,1800,938
3006,1,3,127.5574698,900,425
3007,1,0,35.87176313,2000,913
3008,0,25,158.9554998,1200,542
3009,1,7,511.3777213,1000,529
3010,0,7,698.3738695,2200,938
3011,0,0,474.8226288,800,287
3012,0,9,668.5096473,1000,920
3013,1,12,452.7769838,700,213
3014,1,7,111.7721127,400,433
3015,1,11,379.1484208,2000,686
3016,0,4,82.67833676,200,63
3017,0,0,549.9437638,2200,807
3018,1,4,127.864324,900,570
3019,1,0,890.8381623,900,471
3020,0,23,209.3944043,800,46
3021,1,9,538.8459801,800,317
3022,0,5,227.4161091,1400,989
3023,0,0,671.7480544,1200,515
3024,1,109,534.1496711,800,406
3025,0,9,1004.996767,1300,283
3026,1,0,311.0473709,1600,741
3027,1,46,627.050452,1300,577
3028,1,26,460.9984397,700,372
3029,0,2,569.453163,900,76
3030,0,2,298.5431712,1000,712
3031,0,0,298.656322,600,628
3032,0,1,124.9076318,500,354
3033,1,1,204.1045846,700,404
3034,0,10,1754.176059,1900,995
3035,1,0,51.17087603,300,489
3036,0,6,148.034111,900,768
3037,0,9,1804.729295,2000,883
3038,0,0,227.352501,1400,676
3039,0,1,818.2918438,1700,844
3040,0,0,104.6769497,200,147
3041,1,0,57.99981824,1600,776
3042,1,177,254.6772199,700,376
3043,0,13,9.893536462,900,334
3044,1,3,153.378866,800,438
3045,1,12,427.9136871,700,524
3046,0,1,337.2275304,1000,528
3047,0,8,1355.709748,1500,862
3048,0,3,52.68176195,300,161
3049,0,12,85.12010667,800,8
3050,0,1,956.7231651,1200,835
3051,1,3,677.9437001,1000,535
3052,0,2,181.4011512,500,372
3053,0,0,215.069155,800,264
3054,0,7,310.8051001,800,314
3055,0,6,859.0760682,1900,747
3056,0,6,96.62094865,2300,924
3057,0,12,154.7314976,600,186
3058,0,17,470.0772684,600,590
3059,1,2,113.4168972,500,256
3060,0,0,841.6797654,2200,802
3061,0,727,171.9030688,400,630
3062,0,0,225.1800145,600,724
3063,0,0,261.4059143,600,746
3064,0,9,834.3101744,2200,867
3065,1,16,388.4939186,1500,593
3066,1,0,446.8999241,1000,576
3067,0,0,510.603312,2100,901
3068,0,3,160.731913,1400,737
3069,0,0,110.0356106,1400,834
3070,0,0,930.0636422,1200,501
3071,1,8,152.2773109,900,253
3072,1,2,837.1767284,1000,153
3073,0,0,1196.889481,1400,685
3074,0,1,391.1007318,900,535
3075,0,0,1021.808378,2300,993
3076,0,0,380.184878,1600,834
3077,1,32,1016.256781,1500,809
3078,1,0,126.7433163,200,42
3079,0,1,150.8177416,1300,568
3080,0,1,828.0910274,1700,990
3081,0,0,1070.358139,1200,866
3082,0,1,588.1533253,1900,715
3083,0,0,714.2728618,1500,822
3084,0,6,667.2611785,1300,109
3085,0,8,1026.977484,1300,593
3086,1,0,897.2932281,1200,163
3087,1,14,638.83806,700,126
3088,0,8,178.2505563,2000,909
3089,0,0,101.5818167,1800,852
3090,0,3,72.53589296,200,17
3091,1,46,41.44451646,700,365
3092,0,2,806.7872461,1600,723
3093,1,0,218.0300075,2100,783
3094,0,0,796.456105,2500,916
3095,1,0,93.62474805,500,135
3096,0,0,68.28638075,900,337
3097,0,26,73.49455089,200,109
3098,1,22,515.3253869,700,413
3099,0,0,643.2752147,700,792
3100,1,0,134.3014056,600,478
3101,1,18,297.1697679,500,328
3102,1,0,1166.588852,1300,483
3103,0,0,572.9751338,700,162
3104,0,10,683.1119026,2000,836
3105,0,0,374.7326993,1700,863
3106,0,1,2268.779452,2700,982
3107,0,1,55.89536599,500,354
3108,0,0,1617.74067,2800,942
3109,1,31,1793.390054,2400,907
3110,0,0,450.1372939,500,240
3111,0,1,171.8019431,200,144
3112,1,21,385.0657569,400,443
3113,0,3,464.1541008,800,398
3114,0,0,1101.256085,1200,645
3115,1,17,75.25150725,500,65
3116,1,75,108.3455884,200,165
3117,0,3,656.8325839,2500,807
3118,0,2,341.8536004,1000,262
3119,1,54,95.53365269,500,326
3120,0,0,551.4694711,800,365
3121,1,0,605.2126386,700,386
3122,0,0,1448.038851,1900,927
3123,0,0,88.47636476,1600,976
3124,0,23,57.73409816,1100,648
3125,1,4,341.4942172,700,165
3126,1,54,281.6761057,900,393
3127,0,3,1152.479471,1300,699
3128,1,5,147.2990723,200,14
3129,1,7,443.5840677,1000,311
3130,0,19,559.8000929,600,465
3131,1,26,504.9795056,800,370
3132,1,128,1009.539111,1100,571
3133,0,3,922.741475,2000,912
3134,0,22,452.3056575,900,8
3135,1,28,1197.098584,1700,987
3136,0,23,941.8342794,1100,538
3137,1,39,382.9661857,1200,440
3138,0,179,182.257195,800,522
3139,1,1,3.021231427,200,139
3140,1,25,184.1904741,800,482
3141,1,7,118.6401709,700,106
3142,0,110,247.4578126,1100,76
3143,0,51,1136.516339,1200,313
3144,0,1,121.5403411,700,340
3145,1,10,301.2888516,400,6
3146,0,1,771.2973359,900,333
3147,1,0,340.778883,1600,892
3148,0,2,1296.423786,1700,893
3149,1,16,112.5952258,1100,181
3150,0,3,57.25892093,800,89
3151,0,40,535.9105556,1500,547
3152,1,3,119.7141557,500,185
3153,0,1,16.30174366,1000,227
3154,0,5,443.4593816,700,621
3155,1,1,244.8905447,600,46
3156,1,1,2.747883575,200,4
3157,1,16,37.55413358,200,84
3158,1,92,23.93668053,300,122
3159,0,148,4.566305165,200,107
3160,0,2,133.9689477,200,915
3161,0,0,530.2958217,1600,602
3162,0,0,274.0533049,1400,806
3163,1,20,104.9055868,800,364
3164,0,11,5.09298235,1800,677
3165,0,3,603.9845935,1800,931
3166,0,2,1875.016448,2400,960
3167,1,12,226.0531415,800,262
3168,0,0,145.7523226,700,233
3169,1,6,799.8889392,800,390
3170,0,5,735.0550889,1800,600
3171,1,1,628.0865399,1100,566
3172,0,3,1060.778298,1300,756
3173,0,2,920.1557084,1500,636
3174,1,10,496.1581769,600,69
3175,0,9,1944.62995,2000,714
3176,1,0,252.5535918,1000,260
3177,0,3,522.6985014,600,197
3178,0,0,1771.532233,1900,924
3179,1,6,650.4150795,800,240
3180,1,0,1.57192279,1200,566
3181,0,0,262.3424086,1300,842
3182,0,215,329.6000589,700,201
3183,0,0,0.213646614,1800,716
3184,0,0,177.6248014,200,320
3185,1,9,101.1177514,1000,227
3186,1,34,402.3382617,1500,686
3187,1,0,22.5139553,400,46
3188,0,7,151.5182891,400,265
3189,0,1,608.5862922,900,223
3190,0,0,817.6898523,1900,886
3191,0,18,569.2459084,1100,22
3192,0,2,752.8279511,1200,662
3193,0,18,185.9443506,1000,195
3194,1,9,71.37210623,1500,198
3195,1,126,854.2330126,1000,215
3196,1,0,222.6836836,1500,665
3197,0,5,1201.442465,1900,883
3198,0,11,2205.683837,2400,894
3199,0,6,839.3505289,900,669
3200,0,0,34.02560469,700,638
3201,1,36,1715.035356,2100,648
3202,0,2,979.7773985,1000,205
3203,0,3,703.1494637,1000,579
3204,0,1,448.2208617,1800,713
3205,0,1,21.55184867,200,175
3206,0,0,590.750587,800,199
3207,0,12,852.1715859,900,229
3208,1,38,123.8375113,500,215
3209,1,3,105.5035281,700,69
3210,1,1,180.3132865,500,77
3211,0,7,130.0694656,1700,694
3212,0,0,537.9241682,600,260
3213,0,139,465.6488708,600,186
3214,1,0,1632.158892,1700,754
3215,1,16,1077.41619,1900,657
3216,0,0,944.2306633,2500,945
3217,0,5,260.4547049,900,788
3218,0,145,135.8490197,200,135
3219,1,0,58.34813148,900,251
3220,1,2,461.1335887,700,383
3221,0,10,128.0112157,200,193
3222,1,0,223.3210615,1900,929
3223,0,0,359.4699594,1100,724
3224,0,95,556.4167169,1500,508
3225,0,2,952.2783418,1600,744
3226,0,2,155.9110825,600,204
3227,0,54,31.53937568,400,407
3228,0,1,1615.103076,1800,700
3229,0,4,71.37235855,200,181
3230,1,0,505.6761579,700,425
3231,0,6,851.2347716,1000,747
3232,1,0,1200.263454,1300,563
3233,0,105,155.0764899,1000,108
3234,1,0,162.8314907,200,313
3235,0,1,82.45883376,600,359
3236,0,1,633.8348704,2000,940
3237,1,7,939.1577391,1000,360
3238,0,24,42.66495212,200,134
3239,0,8,1011.991533,1500,932
3240,0,34,155.1488785,700,328
3241,0,7,683.6222788,2000,974
3242,0,1,626.4104238,900,746
3243,0,0,2288.530039,2700,987
3244,0,1,647.360595,1000,568
3245,1,38,59.89418487,200,285
3246,0,10,794.6132428,1500,862
3247,1,0,440.8810116,700,482
3248,0,11,2192.571122,2500,793
3249,1,4,677.7872403,1500,591
3250,1,1,190.2594574,500,284
3251,0,0,158.0663119,2500,971
3252,1,18,17.58280352,500,0
3253,0,4,519.4456217,700,257
3254,0,0,864.4875268,1400,984
